pressure,t_equipartition,t_ideal,total_momentum_x,total_momentum_y,total_ke
2.70124e-23,36214.9,36586.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.70003e-23,36214.9,36570.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.69574e-23,36214.9,36512,-4.93152e-20,-1.00951e-19,8.4e-17
2.70274e-23,36214.9,36606.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.70298e-23,36214.9,36610,-4.93152e-20,-1.00951e-19,8.4e-17
2.70631e-23,36214.9,36655.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.70519e-23,36214.9,36640,-4.93152e-20,-1.00951e-19,8.4e-17
2.69945e-23,36214.9,36562.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.70874e-23,36214.9,36688,-4.93152e-20,-1.00951e-19,8.4e-17
2.71432e-23,36214.9,36763.6,-4.93152e-20,-1.00951e-19,8.4e-17
2.70541e-23,36214.9,36642.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.70514e-23,36214.9,36639.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.70071e-23,36214.9,36579.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.69205e-23,36214.9,36462,-4.93152e-20,-1.00951e-19,8.4e-17
2.68636e-23,36214.9,36384.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.69293e-23,36214.9,36473.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.7033e-23,36214.9,36614.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.70975e-23,36214.9,36701.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.70427e-23,36214.9,36627.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.71771e-23,36214.9,36809.6,-4.93152e-20,-1.00951e-19,8.4e-17
2.71532e-23,36214.9,36777.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.71698e-23,36214.9,36799.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.72312e-23,36214.9,36882.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.72721e-23,36214.9,36938.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.72035e-23,36214.9,36845.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.71672e-23,36214.9,36796.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.71406e-23,36214.9,36760.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.71317e-23,36214.9,36748,-4.93152e-20,-1.00951e-19,8.4e-17
2.70997e-23,36214.9,36704.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.71784e-23,36214.9,36811.2,-4.93152e-20,-1.00951e-19,8.4e-17
